cust,hist_size,n_relevant,rf_recs,pop_recs,rf_hits,pop_hits
16775,10,10,"['22113', '22835', '22112', '23298', '82482']","['85123A', '22423', '85099B', '47566', '84879']",2,0
16779,17,53,"['71477', '71053', '21216', '23284', '21218']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16782,11,13,"['85123A', '21733', '22776', '20914', '22795']","['85123A', '22423', '85099B', '47566', '84879']",4,1
16790,4,16,"['22112', '22910', '22835', '23245', '22083']","['85123A', '22423', '85099B', '47566', '84879']",1,0
16794,6,45,"['22457', '23199', '23200', '22469', '22666']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16804,1,41,"['23355', '23322', '21485', '23332', '22865']","['85123A', '22423', '85099B', '47566', '84879']",5,1
16809,4,37,"['23206', '23203', '23199', '23209', '23202']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16813,9,18,"['23284', '23203', '84596B', '23209', '85099F']","['85123A', '22423', '85099B', '47566', '84879']",2,0
16814,19,12,"['22722', '22720', '84879', '21754', '23298']","['85123A', '22423', '85099B', '47566', '84879']",4,1
16817,8,15,"['22086', '22722', '22723', '22834', '22144']","['85123A', '22423', '85099B', '47566', '84879']",2,0
16818,10,7,"['82494L', '22457', '22139', '84879', '23355']","['85123A', '22423', '85099B', '47566', '84879']",2,0
16824,1,13,"['23162', '84580', '23165', '21791', '22966']","['85123A', '22423', '85099B', '47566', '84879']",4,1
16833,3,15,"['22662', '23202', '23208', '22382', '20728']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16839,30,16,"['21974', '21210', '22791', '22178', '84947']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16851,2,6,"['23313', '22178', '22578', '23103', '22596']","['85123A', '22423', '85099B', '47566', '84879']",1,0
16852,1,2,"['22784', '22169', '22379', '22423', '21340']","['85123A', '22423', '85099B', '47566', '84879']",2,0
16855,1,10,"['22423', '22469', '23175', '22754', '85123A']","['85123A', '22423', '85099B', '47566', '84879']",4,2
16869,3,29,"['22457', '21733', '23321', '20727', '22470']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16871,5,17,"['22086', '22910', '22866', '22867', '22909']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16873,5,78,"['22666', '23344', '20961', '23293', '23126']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16877,3,53,"['82494L', '22766', '82483', '23301', '23300']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16885,2,32,"['22086', '21485', '23355', '23322', '22156']","['85123A', '22423', '85099B', '47566', '84879']",4,1
16891,4,18,"['22624', '22144', '22666', '22470', '22141']","['85123A', '22423', '85099B', '47566', '84879']",3,1
16892,2,56,"['23240', '23264', '22144', '22141', '23319']","['85123A', '22423', '85099B', '47566', '84879']",5,1
16898,2,58,"['21891', '23294', '23343', '20983', '22632']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16899,4,43,"['22727', '22384', '20727', '20726', '20725']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16900,1,10,"['51014A', '23322', '84997D', '23300', '23321']","['85123A', '22423', '85099B', '47566', '84879']",1,0
16904,15,41,"['22467', '21172', '22866', '22865', '22867']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16905,4,65,"['22158', '22113', '22666', '84347', '84879']","['85123A', '22423', '85099B', '47566', '84879']",5,2
16910,6,125,"['22866', '22111', '22470', '23321', '21900']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16912,10,7,"['23284', '22779', '84988', '23203', '21621']","['85123A', '22423', '85099B', '47566', '84879']",0,0
16915,5,8,"['23013', '23014', '23012', '23089', '21523']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16916,1,85,"['23439', '23103', '22577', '22909', '20973']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16923,16,102,"['22697', '22698', '21259', '22699', '23301']","['85123A', '22423', '85099B', '47566', '84879']",5,2
16924,2,32,"['22112', '22114', '22383', '20727', '23355']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16929,4,31,"['23209', '22617', '20727', '84596B', '21929']","['85123A', '22423', '85099B', '47566', '84879']",4,1
16930,2,23,"['22098', '22169', '22171', '20723', '22266']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16931,19,108,"['23191', '23196', '22633', '20992', '23301']","['85123A', '22423', '85099B', '47566', '84879']",5,1
16933,1,24,"['23202', '22411', '21034', '23082', '84946']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16938,3,21,"['23240', '23243', '23245', '22749', '23322']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16942,8,51,"['20728', '22470', '22699', '22384', '23321']","['85123A', '22423', '85099B', '47566', '84879']",2,0
16945,18,17,"['85099C', '23203', '23199', '21931', '22386']","['85123A', '22423', '85099B', '47566', '84879']",4,1
16949,5,7,"['22816', '22355', '22818', '22557', '22178']","['85123A', '22423', '85099B', '47566', '84879']",3,0
16954,5,5,"['21843', '22222', '22138', '22236', '22956']","['85123A', '22423', '85099B', '47566', '84879']",2,0
16966,5,4,"['21891', '22561', '22560', '21892', '21703']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16968,1,16,"['22055', '22059', '22111', '23313', '21115']","['85123A', '22423', '85099B', '47566', '84879']",3,0
16979,4,41,"['22865', '22866', '23355', '22632', '85150']","['85123A', '22423', '85099B', '47566', '84879']",4,1
16983,5,35,"['22557', '21889', '22554', '22551', '20970']","['85123A', '22423', '85099B', '47566', '84879']",4,0
16985,8,27,"['20685', '48187', '21670', '21673', '48138']","['85123A', '22423', '85099B', '47566', '84879']",5,1
16987,6,18,"['22114', '23355', '22835', '23284', '23301']","['85123A', '22423', '85099B', '47566', '84879']",5,0
16989,4,1,"['23188', '22920', '22917', '22916', '22918']","['85123A', '22423', '85099B', '47566', '84879']",1,0
16992,4,11,"['22835', '22865', '22866', '22720', '22112']","['85123A', '22423', '85099B', '47566', '84879']",2,1
16999,1,6,"['21892', '22550', '21703', '22669', '21890']","['85123A', '22423', '85099B', '47566', '84879']",2,0
17001,9,21,"['23202', '85099B', '22727', '23203', '22560']","['85123A', '22423', '85099B', '47566', '84879']",5,1
17006,2,24,"['22113', '23355', '21588', '84375', '22114']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17014,2,15,"['22562', '20728', '22549', '20725', '22382']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17017,16,18,"['22993', '21914', '22197', '22961', '21137']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17019,3,65,"['22563', '20973', '84997B', '23320', '23439']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17031,1,9,"['22384', '20728', '20723', '20725', '20727']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17034,2,14,"['22178', '23284', '21755', '21504', '21754']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17041,2,23,"['23294', '23296', '22367', '47591D', '23293']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17042,4,9,"['23084', '23242', '22138', '22431', '21703']","['85123A', '22423', '85099B', '47566', '84879']",3,0
17049,7,49,"['20726', '22726', '20685', '23355', '23203']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17054,4,10,"['48138', '22776', '22189', '20685', '48194']","['85123A', '22423', '85099B', '47566', '84879']",2,0
17063,6,16,"['23254', '85099B', '23256', '23344', '23203']","['85123A', '22423', '85099B', '47566', '84879']",4,1
17068,19,22,"['23203', '23206', '23202', '20726', '20728']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17069,7,37,"['23209', '20725', '22384', '22667', '20728']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17071,8,20,"['22865', '22867', '82486', '20719', '23321']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17073,3,35,"['21588', '22111', '23360', '22070', '23240']","['85123A', '22423', '85099B', '47566', '84879']",3,0
17075,3,15,"['23301', '23203', '23284', '23355', '22411']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17080,1,7,"['23393', '23399', '23328', '23103', '23407']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17081,1,40,"['23176', '23177', '22113', '22112', '21484']","['85123A', '22423', '85099B', '47566', '84879']",5,1
17086,4,36,"['22561', '22621', '21889', '23493', '23202']","['85123A', '22423', '85099B', '47566', '84879']",5,1
17088,3,16,"['23203', '22720', '85099B', '22138', '22178']","['85123A', '22423', '85099B', '47566', '84879']",4,1
17090,6,5,"['22303', '22112', '23355', '22302', '22633']","['85123A', '22423', '85099B', '47566', '84879']",2,0
17091,8,22,"['23202', '22411', '21485', '22112', '21929']","['85123A', '22423', '85099B', '47566', '84879']",5,1
17095,2,40,"['85099F', '84879', '23301', '85099B', '23203']","['85123A', '22423', '85099B', '47566', '84879']",3,2
17096,3,16,"['22784', '22138', '22114', '22796', '22617']","['85123A', '22423', '85099B', '47566', '84879']",3,0
17097,6,81,"['22573', '23209', '23292', '23290', '23289']","['85123A', '22423', '85099B', '47566', '84879']",5,2
17101,3,2,"['23201', '22197', '23013', '23012', '23014']","['85123A', '22423', '85099B', '47566', '84879']",2,0
17114,7,19,"['82486', '82494L', '82482', '82483', '23322']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17115,2,7,"['22386', '22384', '85099C', '47566', '23344']","['85123A', '22423', '85099B', '47566', '84879']",3,0
17119,1,4,"['85099B', '22470', '21523', '22637', '82583']","['85123A', '22423', '85099B', '47566', '84879']",1,1
17131,4,52,"['23240', '22077', '82483', '22508', '21621']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17133,5,3,"['47566', '22082', '82582', '23300', '23301']","['85123A', '22423', '85099B', '47566', '84879']",2,1
17135,5,10,"['21231', '21232', '84347', '22065', '22161']","['85123A', '22423', '85099B', '47566', '84879']",2,0
17139,11,23,"['22382', '23208', '20727', '23204', '23206']","['85123A', '22423', '85099B', '47566', '84879']",4,1
17144,1,25,"['22111', '21485', '48187', '22113', '22960']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17147,3,16,"['22697', '22699', '22698', '22423', '21122']","['85123A', '22423', '85099B', '47566', '84879']",4,1
17155,1,11,"['22866', '21172', '22632', '22633', '23120']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17157,1,5,"['21137', '23239', '23237', '85199S', '23190']","['85123A', '22423', '85099B', '47566', '84879']",3,0
17159,2,46,"['22384', '23240', '22382', '22383', '20728']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17163,1,2,"['22112', '22113', '21485', '22578', '84879']","['85123A', '22423', '85099B', '47566', '84879']",2,0
17173,5,27,"['20970', '22271', '21216', '21218', '22750']","['85123A', '22423', '85099B', '47566', '84879']",4,1
17183,4,14,"['23355', '22112', '22114', '84029G', '22835']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17188,6,13,"['22865', '22971', '22866', '22970', '22113']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17191,6,52,"['22771', '84406B', '84836', '22093', '21034']","['85123A', '22423', '85099B', '47566', '84879']",5,2
17198,2,17,"['23332', '22906', '23323', '23083', '22694']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17211,7,38,"['21818', '22113', '23344', '22835', '23318']","['85123A', '22423', '85099B', '47566', '84879']",3,0
17218,7,65,"['22726', '22730', '22727', '22728', '22111']","['85123A', '22423', '85099B', '47566', '84879']",5,1
17220,12,35,"['21121', '22970', '23349', '23351', '21122']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17221,1,32,"['23109', '23266', '23192', '23264', '23190']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17227,5,7,"['84375', '22952', '22328', '23307', '84380']","['85123A', '22423', '85099B', '47566', '84879']",2,0
17228,6,36,"['23156', '23292', '22866', '22867', '22865']","['85123A', '22423', '85099B', '47566', '84879']",2,0
17231,8,121,"['21175', '22111', '23245', '21754', '21166']","['85123A', '22423', '85099B', '47566', '84879']",5,2
17235,1,19,"['20749', '20750', '21428', '22138', '22736']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17236,5,30,"['21754', '23343', '22144', '22866', '22727']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17238,13,96,"['22750', '22746', '22748', '22749', '22745']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17243,20,48,"['22112', '84029G', '82494L', '21485', '84029E']","['85123A', '22423', '85099B', '47566', '84879']",4,1
17250,1,32,"['22563', '21673', '21670', '22835', '23029']","['85123A', '22423', '85099B', '47566', '84879']",5,1
17266,1,44,"['23323', '23345', '23332', '22094', '46000S']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17287,6,21,"['22423', '21080', '84879', '23395', '23147']","['85123A', '22423', '85099B', '47566', '84879']",5,2
17288,5,107,"['23300', '23208', '22556', '23207', '23301']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17293,8,10,"['85049A', '23439', '84879', '84029E', '22113']","['85123A', '22423', '85099B', '47566', '84879']",1,0
17299,3,4,"['23311', '23084', '22138', '21914', '23077']","['85123A', '22423', '85099B', '47566', '84879']",3,0
17302,4,9,"['22113', '23082', '22083', '23245', '22595']","['85123A', '22423', '85099B', '47566', '84879']",2,0
17306,17,10,"['23309', '22988', '22970', '22616', '22971']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17314,6,18,"['20679', '84879', '23355', '22801', '22945']","['85123A', '22423', '85099B', '47566', '84879']",2,0
17315,36,20,"['22698', '22697', '22699', '23301', '47566']","['85123A', '22423', '85099B', '47566', '84879']",4,1
17321,1,1,"['23080', '22728', '85048', '23240', '21034']","['85123A', '22423', '85099B', '47566', '84879']",1,0
17323,5,45,"['22384', '23209', '23203', '20724', '20725']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17324,2,32,"['21498', '21080', '21499', '21500', '21034']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17329,1,17,"['22113', '21588', '84029G', '22112', '23284']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17330,1,1,"['23355', '23284', '23503', '22423', '21034']","['85123A', '22423', '85099B', '47566', '84879']",1,0
17338,7,138,"['20914', '82482', '22630', '82494L', '22766']","['85123A', '22423', '85099B', '47566', '84879']",5,2
17345,3,39,"['22113', '23322', '23321', '22138', '23240']","['85123A', '22423', '85099B', '47566', '84879']",4,1
17346,12,79,"['23208', '23200', '22112', '22411', '22663']","['85123A', '22423', '85099B', '47566', '84879']",5,2
17348,4,38,"['22910', '21731', '22906', '23084', '23318']","['85123A', '22423', '85099B', '47566', '84879']",5,1
17350,2,10,"['22086', '22910', '23344', '22382', '22722']","['85123A', '22423', '85099B', '47566', '84879']",0,0
17360,1,62,"['22867', '22727', '22621', '23318', '22633']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17364,7,98,"['23319', '23503', '35970', '22747', '22909']","['85123A', '22423', '85099B', '47566', '84879']",4,1
17365,7,38,"['22141', '20969', '22139', '22144', '21122']","['85123A', '22423', '85099B', '47566', '84879']",5,1
17368,7,26,"['51014L', '22418', '21591', '20974', '51014A']","['85123A', '22423', '85099B', '47566', '84879']",1,0
17371,1,78,"['21935', '22568', '22493', '22274', '20751']","['85123A', '22423', '85099B', '47566', '84879']",5,1
17377,18,35,"['23298', '22111', '21485', '47566', '85099F']","['85123A', '22423', '85099B', '47566', '84879']",5,2
17381,27,5,"['21790', '21703', '22563', '22616', '22564']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17384,1,12,"['15056N', '21755', '84946', '23396', '23393']","['85123A', '22423', '85099B', '47566', '84879']",5,1
17386,5,17,"['22791', '22573', '22593', '84947', '22574']","['85123A', '22423', '85099B', '47566', '84879']",5,1
17387,1,57,"['22554', '21136', '22551', '22086', '22382']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17389,30,18,"['22138', '22960', '21623', '22795', '85099B']","['85123A', '22423', '85099B', '47566', '84879']",4,1
17402,12,2,"['22619', '23084', '22622', '22636', '22635']","['85123A', '22423', '85099B', '47566', '84879']",1,0
17404,13,11,"['23236', '22139', '23295', '84077', '23245']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17405,2,14,"['82486', '22138', '22722', '20914', '21519']","['85123A', '22423', '85099B', '47566', '84879']",2,0
17410,4,11,"['47566', '22728', '22197', '21890', '82484']","['85123A', '22423', '85099B', '47566', '84879']",3,1
17411,2,9,"['79321', '23084', '23109', '23050', '22835']","['85123A', '22423', '85099B', '47566', '84879']",3,0
17412,5,21,"['22179', '20725', '23209', '23199', '21731']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17419,10,32,"['84406B', '23355', '22189', '71053', '47566']","['85123A', '22423', '85099B', '47566', '84879']",2,0
17422,5,16,"['22568', '20972', '22269', '23275', '20971']","['85123A', '22423', '85099B', '47566', '84879']",2,0
17425,1,1,"['22178', '22111', '20685', '22114', '22835']","['85123A', '22423', '85099B', '47566', '84879']",1,0
17426,4,44,"['20972', '20971', '22411', '22993', '20713']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17428,25,6,"['22813', '22630', '22584', '22652', '22910']","['85123A', '22423', '85099B', '47566', '84879']",2,0
17432,1,33,"['23318', '23320', '23242', '71477', '23264']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17434,3,60,"['22111', '22112', '21485', '82494L', '23245']","['85123A', '22423', '85099B', '47566', '84879']",5,1
17436,1,5,"['22301', '22300', '22970', '22979', '22971']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17449,6,58,"['82494L', '82482', '22795', '85150', '22173']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17450,37,35,"['48138', '48187', '21166', '20685', '48194']","['85123A', '22423', '85099B', '47566', '84879']",5,1
17451,4,32,"['22083', '22086', '22867', '23313', '23328']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17453,1,10,"['22138', '23284', '22423', '22698', '21108']","['85123A', '22423', '85099B', '47566', '84879']",4,1
17461,1,59,"['22662', '20726', '22727', '23208', '20685']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17463,4,13,"['23439', '22142', '22144', '22141', '23344']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17466,1,18,"['84970L', '23084', '22560', '21891', '23322']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17469,4,17,"['23344', '22726', '23313', '23343', '23208']","['85123A', '22423', '85099B', '47566', '84879']",4,1
17481,2,39,"['22139', '23355', '23301', '22086', '22909']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17490,4,24,"['22138', '23251', '23250', '23245', '23300']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17491,8,21,"['23344', '22086', '23343', '23200', '23355']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17495,1,7,"['22086', '22300', '23313', '22909', '22301']","['85123A', '22423', '85099B', '47566', '84879']",5,1
17500,1,1,"['22423', '85099B', '23173', '21212', '21462']","['85123A', '22423', '85099B', '47566', '84879']",0,0
17502,1,17,"['23275', '23323', '22175', '23322', '22179']","['85123A', '22423', '85099B', '47566', '84879']",3,0
17503,1,15,"['23084', '22083', '48187', '22138', '22728']","['85123A', '22423', '85099B', '47566', '84879']",2,0
17511,28,108,"['23203', '22197', '23202', '82484', '21080']","['85123A', '22423', '85099B', '47566', '84879']",5,3
17512,9,5,"['84755', '22457', '22456', '21175', '82582']","['85123A', '22423', '85099B', '47566', '84879']",1,1
17516,4,23,"['20914', '22960', '20727', '82494L', '20725']","['85123A', '22423', '85099B', '47566', '84879']",2,0
17519,5,16,"['21094', '21086', '22333', '21212', '21080']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17522,4,6,"['22178', '23321', '85062', '51014A', '21745']","['85123A', '22423', '85099B', '47566', '84879']",1,0
17526,3,9,"['22964', '22959', '22178', '22776', '22584']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17528,6,42,"['23395', '22554', '23396', '22551', '23084']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17530,8,56,"['84380', '21889', '22966', '20972', '23103']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17540,1,17,"['22112', '22111', '22835', '21485', '22113']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17549,1,4,"['21818', '22577', '22578', '21811', '22792']","['85123A', '22423', '85099B', '47566', '84879']",2,0
17554,3,12,"['22727', '22726', '22725', '22730', '22693']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17555,1,55,"['23265', '22562', '22142', '22644', '23319']","['85123A', '22423', '85099B', '47566', '84879']",5,1
17557,2,8,"['22112', '23301', '23355', '22419', '22386']","['85123A', '22423', '85099B', '47566', '84879']",3,0
17562,6,10,"['22867', '22633', '23343', '23311', '21429']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17564,2,21,"['21485', '23355', '22113', '22112', '22111']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17567,7,11,"['22577', '22601', '22593', '22573', '22602']","['85123A', '22423', '85099B', '47566', '84879']",3,1
17576,18,38,"['85123A', '22470', '20914', '23321', '21733']","['85123A', '22423', '85099B', '47566', '84879']",3,2
17579,2,31,"['22910', '23318', '23319', '22086', '22749']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17581,22,35,"['85099F', '23293', '22910', '22386', '22411']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17584,1,19,"['82483', '22677', '22679', '22467', '21770']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17590,1,127,"['23321', '22086', '23355', '22910', '22382']","['85123A', '22423', '85099B', '47566', '84879']",4,3
17593,4,48,"['22115', '23355', '22079', '21592', '22398']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17595,1,49,"['23210', '22158', '75049L', '23266', '23080']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17596,6,11,"['20975', '84536A', '22418', '20974', '22440']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17602,4,164,"['23439', '23247', '22632', '23308', '23320']","['85123A', '22423', '85099B', '47566', '84879']",4,1
17611,13,18,"['48184', '22429', '79321', '22553', '22624']","['85123A', '22423', '85099B', '47566', '84879']",3,0
17613,12,15,"['85123A', '21733', '22910', '22086', '23344']","['85123A', '22423', '85099B', '47566', '84879']",5,1
17618,2,12,"['22844', '21843', '22348', '22568', '84078A']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17621,2,11,"['22086', '22910', '23284', '23300', '23301']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17624,1,25,"['21891', '22867', '22633', '22866', '22759']","['85123A', '22423', '85099B', '47566', '84879']",3,1
17625,3,50,"['23503', '22111', '22113', '22865', '47591D']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17629,6,27,"['22212', '84029E', '22196', '22195', '84378']","['85123A', '22423', '85099B', '47566', '84879']",1,0
17631,2,10,"['21485', '22722', '85071B', '51014A', '20996']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17644,10,26,"['23298', '23203', '23284', '22149', '23118']","['85123A', '22423', '85099B', '47566', '84879']",4,1
17651,9,16,"['20728', '23201', '23209', '23206', '22382']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17652,11,13,"['20914', '22139', '21559', '85123A', '23203']","['85123A', '22423', '85099B', '47566', '84879']",3,0
17655,6,14,"['22835', '22112', '22114', '48185', '22910']","['85123A', '22423', '85099B', '47566', '84879']",4,1
17658,1,10,"['51014C', '22584', '22585', '21770', '22178']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17659,10,58,"['21733', '22077', '22086', '22568', '23084']","['85123A', '22423', '85099B', '47566', '84879']",4,2
17663,6,13,"['23343', '22189', '82552', '84879', '21756']","['85123A', '22423', '85099B', '47566', '84879']",0,0
17664,1,20,"['47566', '23298', '22759', '22910', '35970']","['85123A', '22423', '85099B', '47566', '84879']",5,1
17666,1,6,"['23332', '21169', '23329', '22423', '21166']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17668,1,7,"['22423', '22720', '23245', '22722', '22625']","['85123A', '22423', '85099B', '47566', '84879']",1,1
17671,3,9,"['22910', '22086', '22726', '22727', '22728']","['85123A', '22423', '85099B', '47566', '84879']",5,1
17673,5,23,"['21918', '21329', '20974', '23126', '21328']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17675,27,80,"['22730', '23209', '22726', '22189', '22720']","['85123A', '22423', '85099B', '47566', '84879']",5,2
17676,5,16,"['22865', '22866', '23209', '22867', '20725']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17677,27,24,"['21731', '23203', '85099B', '22197', '23084']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17682,5,29,"['22384', '20726', '22383', '20728', '20727']","['85123A', '22423', '85099B', '47566', '84879']",5,2
17685,6,16,"['20728', '79321', '20727', '22382', '22813']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17686,6,34,"['22384', '23203', '21931', '23202', '20728']","['85123A', '22423', '85099B', '47566', '84879']",5,1
17700,3,48,"['23318', '23351', '22734', '23319', '23298']","['85123A', '22423', '85099B', '47566', '84879']",5,1
17705,8,9,"['22193', '22192', '22727', '20727', '22726']","['85123A', '22423', '85099B', '47566', '84879']",3,0
17706,16,21,"['21479', '22835', '22423', '22191', '85123A']","['85123A', '22423', '85099B', '47566', '84879']",3,2
17711,1,10,"['22138', '21381', '22743', '22139', '23076']","['85123A', '22423', '85099B', '47566', '84879']",2,0
17716,10,3,"['22086', '22910', '22083', '85123A', '23344']","['85123A', '22423', '85099B', '47566', '84879']",3,0
17720,3,13,"['22112', '22488', '84879', '85175', '23263']","['85123A', '22423', '85099B', '47566', '84879']",5,1
17725,10,19,"['84347', '23035', '84945', '23029', '21670']","['85123A', '22423', '85099B', '47566', '84879']",3,0
17728,2,32,"['23203', '23240', '23209', '23344', '23298']","['85123A', '22423', '85099B', '47566', '84879']",5,1
17730,12,24,"['22986', '22114', '22667', '20914', '22866']","['85123A', '22423', '85099B', '47566', '84879']",2,0
17735,18,47,"['22382', '23209', '20726', '21213', '20728']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17736,2,1,"['23245', '82486', '22771', '22423', '21790']","['85123A', '22423', '85099B', '47566', '84879']",1,0
17737,1,4,"['23298', '84945', '22470', '20914', '22596']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17738,3,20,"['23245', '22577', '23503', '22720', '21889']","['85123A', '22423', '85099B', '47566', '84879']",5,1
17739,6,4,"['22366', '79321', '84978', '22112', '23284']","['85123A', '22423', '85099B', '47566', '84879']",3,0
17744,4,73,"['85032A', '85032B', '22312', '22314', '85071B']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17750,8,12,"['23000', '22996', '22997', '22999', '23004']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17754,4,22,"['21705', '84032A', '21499', '22200', '22755']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17757,24,113,"['47566', '22141', '22138', '21154', '22666']","['85123A', '22423', '85099B', '47566', '84879']",5,1
17758,6,72,"['23355', '22114', '23503', '22142', '22112']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17759,2,66,"['23318', '21988', '22910', '21121', '23121']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17760,1,16,"['23176', '23194', '21892', '23493', '22669']","['85123A', '22423', '85099B', '47566', '84879']",5,0
17768,2,21,"['22835', '22601', '22910', '22810', '22633']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17769,7,45,"['23084', '21731', '23300', '22727', '21754']","['85123A', '22423', '85099B', '47566', '84879']",2,0
17777,2,62,"['23213', '23275', '23210', '23084', '22335']","['85123A', '22423', '85099B', '47566', '84879']",4,0
17779,2,16,"['85099B', '22457', '35970', '20728', '22382']","['85123A', '22423', '85099B', '47566', '84879']",3,1
17790,13,29,"['22470', '85123A', '21733', '82494L', '23322']","['85123A', '22423', '85099B', '47566', '84879']",4,1
17797,1,61,"['22596', '23333', '22739', '23329', '22142']","['85123A', '22423', '85099B', '47566', '84879']",4,2
17799,9,64,"['22745', '22748', '22746', '21892', '22776']","['85123A', '22423', '85099B', '47566', '84879']",5,0
